#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.041756,84,4077.521239
-0.040976,85,4078.473972
-0.042495,85,4079.424984
-0.041484,84,4080.365627
-0.041891,85,4081.317617
-0.041426,84,4082.259285
-0.040742,87,4083.232686
-0.041103,87,4084.206924
-0.042178,85,4085.160226
-0.04136,87,4086.13635
-0.041731,84,4087.07466
-0.039749,86,4088.035703
-0.040484,86,4088.997493
-0.041432,83,4089.927934
-0.042902,84,4090.868103
-0.042986,85,4091.818064
-0.042532,3,4091.851633
-0.03935,86,4092.81615
-0.042497,85,4093.76558
-0.041638,85,4094.719462
-0.041045,84,4095.709782
-0.042339,85,4096.658717
-0.043459,84,4097.613582
-0.042053,83,4098.577431
-0.042638,86,4099.576591
-0.042378,86,4100.572878
-0.044395,83,4101.529152
-0.043382,85,4102.512833
-0.042511,83,4103.466059
-0.042454,87,4104.461947
-0.043708,83,4105.42965
-0.041975,84,4106.397595
-0.042381,86,4107.39006
-0.042882,86,4108.382867
-0.042431,84,4109.35197
-0.042252,85,4110.339758
-0.043867,84,4111.305809
-0.041152,86,4112.280203
-0.042995,84,4113.2469
-0.042795,86,4114.237193
-0.041763,86,4115.229971
-0.041759,87,4116.212734
-0.043091,85,4117.159683
-0.043365,85,4118.108393
-0.041245,88,4119.089079
-0.042345,87,4120.060121
-0.042577,88,4121.040063
-0.044058,85,4121.988691
-0.042187,90,4123.028014
-0.043062,85,4123.97675
-0.042573,87,4124.982225
-0.042266,88,4125.995198
-0.042398,85,4126.946223
-0.043023,88,4127.92819
-0.043483,85,4128.885807
-0.043342,85,4129.837934
-0.042258,87,4130.810681
-0.041696,87,4131.789493
-0.040818,87,4132.776607
-0.042831,86,4133.760991
-0.042113,85,4134.720471
-0.043439,85,4135.67269
-0.041633,88,4136.658429
-0.043286,85,4137.610804
-0.042374,86,4138.574714
-0.041979,86,4139.537913
-0.043476,83,4140.488659
-0.043535,83,4141.433005
-0.042182,86,4142.404034
-0.042308,86,4143.366425
-0.042714,87,4144.340746
-0.04259,88,4145.328767
-0.042537,87,4146.30688
-0.042212,86,4147.268084
-0.040542,85,4148.217137
-0.043312,84,4149.153733
-0.042938,87,4150.142672
-0.042394,85,4151.119333
-0.042459,85,4152.073577
-0.043809,86,4153.032913
-0.042174,85,4153.980214
-0.043226,87,4154.952303
-0.043501,36,4155.369027
-0.044797,84,4156.339112
-0.041979,87,4157.309443
-0.043056,86,4158.304398
-0.043354,87,4159.281013
-0.042824,86,4160.248112
-0.041651,88,4161.237665
-0.043533,87,4162.214595
-0.041836,86,4163.17795
-0.042561,87,4164.151585
-0.041475,87,4165.126536
-0.042667,88,4166.111359
-0.042651,86,4167.073482
-0.042387,85,4168.024396
-0.041842,87,4168.995994
-0.042598,86,4169.957311
-0.042086,87,4170.929007
-0.042527,86,4171.887995
-0.043884,85,4172.835404
-0.040861,86,4173.793913
-0.042418,83,4174.72054
-0.041677,84,4175.654336
-0.040748,84,4176.592443
-0.040289,86,4177.549895
-0.042168,85,4178.496792
-0.042066,86,4179.453841
-0.042258,86,4180.411643
-0.041199,86,4181.370014
-0.043683,85,4182.318007
-0.042215,89,4183.311907
-0.042282,85,4184.269503
-0.042836,88,4185.260885
-0.043754,84,4186.230094
-0.041926,87,4187.204645
-0.042502,86,4188.174189
-0.042564,85,4189.122102
-0.041114,85,4190.071166
-0.041681,85,4191.012051
-0.041509,84,4191.945699
-0.04306,86,4192.905998
-0.041441,87,4193.894441
-0.041416,85,4194.84111
-0.042408,85,4195.787189
-0.043038,84,4196.719847
-0.04256,85,4197.666373
-0.041563,84,4198.601781
-0.042178,86,4199.557865
-0.042316,86,4200.515874
-0.042431,86,4201.478553
-0.043394,31,4201.825214
-0.042313,87,4202.797347
-0.039345,85,4203.754638
-0.044016,85,4204.724429
-0.041653,86,4205.708886
-0.043094,83,4206.637705
-0.041614,87,4207.608519
-0.043078,84,4208.545945
-0.043508,34,4208.923565
-0.042608,87,4209.89502
-0.042816,84,4210.826473
-0.043333,84,4211.754518
-0.042564,87,4212.719489
-0.044222,84,4213.66093
-0.043747,85,4214.60162
-0.042897,84,4215.551177
-0.04092,84,4216.482697
-0.041676,86,4217.43506
-0.043317,85,4218.395705
-0.043398,83,4219.32163
-0.041661,86,4220.288675
-0.044271,86,4221.25334
-0.043531,84,4222.195338
-0.043278,87,4223.167184
-0.041336,87,4224.140826
-0.042708,86,4225.106949
-0.042957,84,4226.051023
-0.042504,87,4227.025688
-0.043259,84,4227.963125
-0.044772,85,4228.948988
-0.042876,86,4229.9059
-0.0422,89,4230.89622
-0.043986,84,4231.8293
-0.0422,89,4232.819693
-0.044099,85,4233.762388
-0.04326,84,4234.708439
-0.043097,84,4235.690859
-0.043077,85,4236.643439
-0.044688,84,4237.573618
-0.043843,85,4238.519859
-0.042687,86,4239.470508
-0.043591,84,4240.405507
-0.041609,84,4241.335571
-0.044369,83,4242.258801
-0.043155,85,4243.210185
-0.043126,86,4244.164645
-0.043303,85,4245.109003
-0.043235,85,4246.052474
-0.041285,85,4247.000773
-0.04233,83,4247.918334
-0.042185,84,4248.852932
-0.042146,86,4249.810713
-0.04245,85,4250.756548
-0.043248,83,4251.6869
-0.043488,85,4252.661565
-0.041927,86,4253.62478
-0.044437,84,4254.565219
-0.042485,1,4254.576658
-0.044131,84,4255.514328
-0.044387,82,4256.433186
-0.04285,19,4256.644577
-0.044429,84,4257.574229
-0.044745,85,4258.517634
-0.043552,85,4259.45835
-0.043427,84,4260.391937
-0.043304,84,4261.322875
-0.044215,84,4262.256521
-0.042636,84,4263.186439
-0.043031,83,4264.105566
-0.043974,85,4265.050624
-0.043601,84,4265.980451
-0.044601,84,4266.913654
-0.044108,84,4267.843969
-0.042473,1,4267.855114
-0.043214,86,4268.806687
-0.043423,84,4269.737634
-0.044228,83,4270.659503
-0.043999,85,4271.601506
-0.044424,84,4272.533478
-0.044627,83,4273.452862
-0.042779,87,4274.417401
-0.043099,87,4275.397603
-0.042888,84,4276.330163
-0.044661,83,4277.249284
-0.043429,84,4278.186527
-0.042776,29,4278.531159
-0.043599,85,4279.475266
-0.044674,84,4280.410381
-0.043104,85,4281.363155
-0.042853,85,4282.30927
-0.043466,83,4283.229306
-0.04263,85,4284.172148
-0.043031,86,4285.126205
-0.04407,85,4286.07072
-0.042503,86,4287.022995
-0.04403,85,4287.962907
-0.045047,83,4288.88481
-0.043373,84,4289.815223
-0.044889,84,4290.748784
-0.043708,85,4291.68826
-0.04349,84,4292.619255
-0.04319,83,4293.545002
-0.043667,84,4294.492328
-0.040889,84,4295.433721
-0.044116,83,4296.353189
-0.044348,84,4297.282634
-0.043638,85,4298.225647
-0.043285,85,4299.167695
-0.043404,84,4300.101434
-0.04303,84,4301.031636
-0.044989,84,4301.961513
-0.04051,85,4302.904845
-0.043012,83,4303.824555
-0.042793,84,4304.754362
-0.041737,83,4305.676133
-0.043016,86,4306.641205
-0.043323,84,4307.587111
-0.043052,84,4308.519174
-0.043149,85,4309.463382
-0.042154,83,4310.398592
-0.044467,83,4311.335656
-0.044262,84,4312.290277
-0.044795,83,4313.228595
-0.042063,84,4314.164054
-0.043444,84,4315.098276
-0.042956,82,4316.006535
-0.04379,85,4316.955004
-0.043132,85,4317.896408
-0.042431,86,4318.851792
-0.044691,84,4319.781613
-0.04247,86,4320.73598
-0.041633,84,4321.664911
-0.043088,86,4322.619051
-0.042606,86,4323.571991
-0.042831,84,4324.502525
-0.044115,82,4325.425064
-0.04406,84,4326.372287
-0.043658,85,4327.324769
-0.044232,85,4328.275045
-0.04319,84,4329.212771
-0.04226,84,4330.161182
-0.043307,84,4331.099411
-0.043698,83,4332.030518
-0.041863,86,4332.992999
-0.044278,84,4333.935627
-0.042477,1,4333.947142
-0.042058,87,4334.926552
-0.04078,86,4335.901052
-0.042401,86,4336.870227
-0.045021,83,4337.813082
-0.044761,84,4338.759116
-0.043595,83,4339.695864
-0.042778,84,4340.641684
-0.042276,87,4341.621135
-0.043712,84,4342.568132
-0.042546,85,4343.530664
-0.042374,85,4344.491067
-0.04332,83,4345.428635
-0.040517,85,4346.386128
-0.04289,85,4347.361453
-0.043174,83,4348.290458
-0.040901,87,4349.27005
-0.042923,84,4350.21698
-0.041082,84,4351.162538
-0.042685,83,4352.094644
-0.040454,85,4353.048978
-0.040721,84,4353.989949
-0.041063,84,4354.936313
-0.041948,84,4355.880938
-0.044163,82,4356.80541
-0.041286,83,4357.742298
-0.043485,83,4358.675742
-0.041457,84,4359.621563
-0.039977,85,4360.575361
-0.04124,83,4361.511861
-0.041573,85,4362.468421
-0.040907,84,4363.457413
-0.041064,86,4364.42718
-0.043653,83,4365.364328
-0.040419,84,4366.318419
-0.042841,83,4367.252229
-0.041843,85,4368.210782
-0.042364,84,4369.147026
-0.043501,82,4370.065942
-0.039982,85,4371.015117
-0.042129,83,4371.942356
-0.040775,84,4372.897139
-0.040348,85,4373.858819
-0.042717,83,4374.788297
-0.043489,83,4375.716921
-0.040468,85,4376.665484
-0.041613,83,4377.591781
-0.042514,83,4378.516505
-0.041143,84,4379.452787
-0.043225,83,4380.377151
-0.041463,84,4381.306931
-0.04156,84,4382.238877
-0.04194,82,4383.145044
-0.041824,84,4384.086638
-0.043071,84,4385.061766
-0.041564,84,4386.026308
-0.04166,83,4386.947564
-0.040042,84,4387.877072
-0.041726,84,4388.814866
-0.042404,83,4389.736608
-0.043865,83,4390.661378
-0.039935,84,4391.590049
-0.042125,87,4392.551943
-0.040604,84,4393.478496
-0.04327,82,4394.38619
-0.042942,83,4395.316881
-0.041433,84,4396.252116
-0.042893,83,4397.167332
-0.042349,84,4398.107975
-0.040316,85,4399.04849
-0.04291,83,4399.965362
-0.04117,84,4400.893519
-0.043411,82,4401.799443
-0.043741,83,4402.716571
-0.042498,83,4403.635106
-0.041621,84,4404.563137
-0.042496,84,4405.494863
-0.042988,83,4406.420014
-0.043227,83,4407.347111
-0.04268,83,4408.274313
-0.041507,84,4409.202482
-0.042535,83,4410.123621
-0.041754,84,4411.055384
-0.042816,82,4411.959728
-0.044055,83,4412.875421
-0.041493,84,4413.801865
-0.042469,83,4414.71923
-0.042995,83,4415.641644
-0.04274,83,4416.561778
-0.041663,83,4417.482743
-0.042594,83,4418.420881
-0.040133,84,4419.364992
-0.040337,85,4420.316227
-0.040844,84,4421.242835
-0.042133,83,4422.165708
-0.042313,83,4423.08122
-0.042179,85,4424.019699
-0.041567,85,4424.959075
-0.041609,83,4425.875179
-0.040051,85,4426.817772
-0.042619,84,4427.745161
-0.043671,83,4428.661099
-0.040988,84,4429.588686
-0.041582,84,4430.518967
-0.04201,83,4431.435019
-0.044032,83,4432.367589
-0.043723,82,4433.28761
-0.040144,86,4434.240308
-0.041207,84,4435.171962
-0.043559,84,4436.100117
-0.042263,83,4437.019551
-0.042738,83,4437.937959
-0.04144,84,4438.86649
-0.042568,84,4439.792616
-0.041948,84,4440.721296
-0.041432,84,4441.651393
-0.042663,84,4442.581632
-0.042013,83,4443.497869
-0.04271,83,4444.417976
-0.042259,83,4445.339153
-0.042046,83,4446.259363
-0.041811,83,4447.177097
-0.042572,83,4448.092228
-0.041978,83,4449.010173
-0.041398,84,4449.946019
-0.041813,84,4450.87695
-0.04121,84,4451.803255
-0.042424,83,4452.721975
-0.042356,83,4453.63654
-0.042393,83,4454.555947
-0.041779,83,4455.493119
-0.041115,85,4456.469005
-0.042563,83,4457.389388
-0.042528,85,4458.421584
-0.043809,82,4459.340157
-0.039417,85,4460.287168
-0.04341,83,4461.217638
-0.040296,85,4462.163365
-0.043347,82,4463.073725
-0.042668,83,4463.996383
-0.040743,85,4464.943628
-0.041696,84,4465.875528
-0.042537,83,4466.801702
-0.042358,84,4467.733432
-0.041091,84,4468.66283
-0.040683,84,4469.591231
-0.041971,84,4470.523948
-0.041534,84,4471.452917
-0.043663,82,4472.428699
-0.043599,83,4473.344566
-0.042739,82,4474.252256
-0.040262,85,4475.190822
-0.042234,83,4476.107613
-0.042342,83,4477.026472
-0.042175,83,4477.942153
-0.042732,83,4478.860183
-0.042945,83,4479.776049
-0.042875,82,4480.692123
-0.042579,82,4481.610586
-0.041653,83,4482.539911
-0.042661,83,4483.472439
-0.042825,83,4484.397488
-0.042901,82,4485.308492
-0.042993,83,4486.23925
-0.041585,84,4487.190521
-0.041477,85,4488.152701
-0.041897,84,4489.094539
-0.043961,83,4490.025773
-0.040796,84,4490.964045
-0.043104,83,4491.898337
-0.04044,87,4492.883142
-0.041013,85,4493.841794
-0.040989,85,4494.793929
-0.042368,83,4495.732385
-0.042509,83,4496.66243
-0.041708,83,4497.590449
-0.041403,84,4498.532392
-0.043755,82,4499.449452
-0.043512,83,4500.379637
-0.041812,88,4501.363588
-0.043359,83,4502.291171
-0.043487,82,4503.217427
-0.042981,82,4504.13388
-0.042833,82,4505.061366
-0.041438,85,4506.011971
-0.041723,84,4506.949432
-0.043145,83,4507.877627
-0.042276,83,4508.805414
-0.042089,83,4509.735046
-0.043827,84,4510.678101
-0.042081,86,4511.693687
-0.042032,84,4512.659638
-0.041969,84,4513.621846
-0.041998,87,4514.601437
-0.042703,83,4515.553566
-0.042115,84,4516.511673
-0.042275,84,4517.458384
-0.04301,83,4518.401515
-0.042561,3,4518.435143
-0.041256,84,4519.382818
-0.042398,84,4520.332301
-0.042019,84,4521.276989
-0.043458,84,4522.22727
-0.042893,84,4523.170186
-0.041149,83,4524.103031
-0.044443,84,4525.05347
-0.04176,85,4526.012366
-0.040097,85,4526.97466
-0.043004,84,4527.922712
-0.041315,85,4528.880785
-0.04234,84,4529.825094
-0.041881,84,4530.770578
-0.042239,84,4531.71605
-0.042888,83,4532.649646
-0.041824,83,4533.582473
-0.040876,83,4534.515472
-0.042051,83,4535.451693
-0.043397,82,4536.372563
-0.041419,86,4537.337158
-0.04188,87,4538.314189
-0.042323,83,4539.245307
-0.042888,83,4540.179978
-0.042471,83,4541.113124
-0.041977,84,4542.057399
-0.042808,84,4543.006948
-0.042483,1,4543.018333
-0.043347,83,4543.949761
-0.04207,84,4544.895434
-0.042235,83,4545.828301
-0.042436,83,4546.763806
-0.043272,83,4547.699243
-0.041997,86,4548.669416
-0.042867,84,4549.613311
-0.042126,84,4550.559838
-0.042242,84,4551.502502
-0.042035,83,4552.468965
-0.041328,85,4553.438286
-0.042207,86,4554.411064
-0.042413,83,4555.348834
-0.041365,87,4556.342309
-0.042133,85,4557.32298
-0.042068,83,4558.2703
-0.041891,85,4559.228056
-0.04269,84,4560.179503
-0.044168,83,4561.114053
-0.043006,84,4562.060221
-0.04175,85,4563.017926
-0.041964,86,4563.984063
-0.042107,87,4564.992714
-0.042812,84,4565.952329
-0.042507,83,4566.891409
-0.042876,84,4567.8368
-0.042228,84,4568.781739
-0.042876,85,4569.737893
-0.043556,83,4570.707999
-0.041311,83,4571.643519
-0.043241,84,4572.591175
-0.041424,85,4573.54864
-0.042293,83,4574.487275
-0.041354,84,4575.448327
-0.042661,86,4576.419903
-0.042045,85,4577.375507
-0.043459,83,4578.31302
-0.041691,83,4579.246028
-0.041564,86,4580.214206
-0.041665,86,4581.183021
-0.041662,84,4582.127301
-0.042683,85,4583.086292
-0.04269,88,4584.075028
-0.042526,5,4584.131314
-0.04263,84,4585.082076
-0.042914,85,4586.038755
-0.042571,84,4586.983533
-0.043325,83,4587.950326
-0.042788,83,4588.883956
-0.043357,85,4589.837813
-0.041719,84,4590.778571
-0.040191,87,4591.750884
-0.043124,83,4592.686567
-0.043641,82,4593.610187
-0.041518,84,4594.55761
-0.042599,84,4595.505821
-0.041376,86,4596.472449
-0.042945,83,4597.398197
-0.041694,85,4598.346095
-0.04301,85,4599.293381
-0.041871,85,4600.241679
-0.04024,85,4601.190219
-0.040525,85,4602.137308
-0.042465,84,4603.074305
-0.042308,4,4603.134439
-0.041142,84,4604.075524
-0.042316,84,4605.032513
-0.043556,84,4605.97515
-0.042383,4,4606.022247
-0.041551,87,4606.996254
-0.04264,83,4607.926579
-0.043389,84,4608.87057
-0.041459,87,4609.85033
-0.041927,84,4610.795027
-0.042743,87,4611.771206
-0.041471,87,4612.75778
-0.041308,85,4613.715751
-0.043291,82,4614.635924
-0.04344,83,4615.569525
-0.041963,86,4616.529242
-0.044275,84,4617.466382
-0.041639,86,4618.429615
-0.042819,83,4619.355428
-0.042214,84,4620.293145
-0.041581,85,4621.239762
-0.042163,84,4622.176368
-0.040857,85,4623.124657
-0.040621,85,4624.071852
-0.043072,83,4625.000061
-0.041078,84,4625.93527
-0.040831,85,4626.883425
-0.041853,84,4627.818975
-0.04307,84,4628.759205
-0.042848,83,4629.694288
-0.042048,85,4630.653483
-0.041382,85,4631.611204
-0.042266,86,4632.579561
-0.040642,86,4633.558543
-0.042462,83,4634.499629
-0.04345,84,4635.464835
-0.043084,83,4636.411422
-0.040851,88,4637.407727
-0.042462,3,4637.441509
-0.042923,85,4638.413894
-0.042958,86,4639.389827
-0.0416,84,4640.343732
-0.042838,87,4641.326524
-0.042511,84,4642.272173
-0.044199,84,4643.217673
-0.042665,83,4644.14967
-0.04369,84,4645.09677
-0.042955,83,4646.030272
-0.041532,83,4646.962421
-0.042855,85,4647.907864
-0.042704,83,4648.836657
-0.040309,86,4649.79489
-0.043373,84,4650.73311
-0.043321,85,4651.679242
-0.043411,83,4652.607214
-0.042918,83,4653.530053
-0.041948,85,4654.478544
-0.041875,83,4655.405966
-0.041092,86,4656.364013
-0.042193,88,4657.345719
-0.044175,84,4658.279497
-0.044358,84,4659.216919
-0.042494,85,4660.1654
-0.042609,83,4661.091968
-0.041409,86,4662.050909
-0.042891,84,4662.985893
-0.041907,83,4663.908
-0.040891,84,4664.845723
-0.041763,84,4665.78423
-0.043055,84,4666.723553
-0.040176,86,4667.682008
-0.03988,86,4668.640265
-0.040936,85,4669.585975
-0.042479,84,4670.526668
-0.041405,84,4671.461064
-0.041222,85,4672.421051
-0.042159,83,4673.357626
-0.041394,84,4674.294811
-0.04183,85,4675.246147
-0.042699,84,4676.181816
-0.042475,1,4676.193057
-0.044631,84,4677.130064
-0.041554,83,4678.055549
-0.042603,84,4678.991252
-0.041006,85,4679.936693
-0.040835,86,4680.89766
-0.042493,84,4681.832568
-0.042269,4,4681.877128
-0.042581,2,4681.899424
-0.040756,85,4682.849599
-0.040511,86,4683.840194
-0.042888,83,4684.76708
-0.042472,83,4685.695522
-0.040937,87,4686.669204
-0.04137,87,4687.638302
-0.041851,86,4688.60079
-0.042587,83,4689.524865
-0.04309,83,4690.453456
-0.042508,5,4690.509189
-0.041416,84,4691.445795
-0.043576,83,4692.388433
-0.041598,83,4693.328378
-0.043055,83,4694.26088
-0.041987,83,4695.189703
-0.041594,84,4696.139653
-0.042148,84,4697.078093
-0.042356,83,4698.005115
-0.043589,84,4698.949893
-0.044773,84,4699.888115
-0.044512,84,4700.82639
-0.041964,84,4701.763705
-0.043433,85,4702.712234
-0.040078,86,4703.672332
-0.041019,85,4704.620538
-0.042018,84,4705.560171
-0.04272,84,4706.499826
-0.042658,83,4707.423165
-0.042476,84,4708.368946
-0.040538,84,4709.305397
-0.043669,82,4710.224008
-0.043961,84,4711.162214
-0.044392,84,4712.096936
-0.043369,82,4713.012656
-0.042491,84,4713.948987
-0.044037,83,4714.878637
-0.041229,84,4715.815581
-0.044094,84,4716.753768
-0.044689,83,4717.678024
-0.044568,84,4718.616868
-0.042591,86,4719.574643
-0.041194,84,4720.51122
-0.043173,82,4721.425411
-0.04303,18,4721.625677
-0.042535,84,4722.569
-0.042551,2,4722.591751
-0.043859,83,4723.516208
-0.043709,84,4724.452857
-0.043527,84,4725.392329
-0.042032,84,4726.330743
-0.041616,84,4727.265283
-0.044978,84,4728.200669
-0.043447,82,4729.113754
-0.042136,83,4730.041908
-0.044423,84,4730.980599
-0.04405,83,4731.916805
-0.042796,83,4732.855376
-0.042564,84,4733.81752
-0.040641,86,4734.779771
-0.044271,83,4735.707151
-0.04247,1,4735.718529
-0.043864,83,4736.646233
-0.043574,84,4737.585607
-0.041717,84,4738.523851
-0.043653,83,4739.451946
-0.043419,83,4740.377821
-0.041551,84,4741.314476
-0.044005,83,4742.243786
-0.040759,84,4743.184443
-0.044502,83,4744.107333
-0.044655,82,4745.048591
-0.044372,83,4745.989842
-0.044317,83,4746.98118
-0.043661,82,4747.900353
-0.044791,83,4748.834497
-0.044027,83,4749.768342
-0.042493,1,4749.779704
-0.04247,1,4749.790979
-0.040892,86,4750.762173
-0.044028,84,4751.70143
-0.045577,82,4752.616776
-0.042787,85,4753.564343
-0.042501,83,4754.497812
-0.042,82,4755.426228
-0.043042,83,4756.37633
-0.042022,84,4757.311554
-0.042,85,4758.322891
-0.041388,85,4759.290473
-0.041104,84,4760.223546
-0.044095,83,4761.149725
-0.041831,83,4762.074241
-0.041479,84,4763.006919
-0.042926,84,4763.935344
-0.043669,83,4764.856383
-0.042706,85,4765.802962
-0.043173,84,4766.736103
-0.042429,83,4767.655258
-0.042469,1,4767.666491
-0.043233,84,4768.599635
-0.042632,83,4769.518979
-0.041676,84,4770.452713
-0.043458,82,4771.361115
-0.043125,85,4772.297999
-0.043846,83,4773.216628
-0.042967,83,4774.132653
-0.043302,83,4775.053974
-0.042518,83,4775.982812
-0.042731,85,4776.931766
-0.042472,85,4777.880099
-0.044924,83,4778.809246
-0.042459,83,4779.737539
-0.042505,83,4780.680975
-0.043474,83,4781.621673
-0.043508,83,4782.55073
-0.042404,83,4783.478026
-0.043257,84,4784.411813
-0.042577,83,4785.334096
-0.042793,84,4786.280172
-0.044516,82,4787.192701
-0.042437,3,4787.226661
-0.041636,85,4788.186648
-0.04392,84,4789.121702
-0.043094,84,4790.054687
-0.042403,83,4790.970863
-0.041614,84,4791.898901
-0.039966,87,4792.875088
-0.04293,83,4793.813254
-0.042722,84,4794.759687
-0.042712,82,4795.718416
-0.043689,85,4796.666596
-0.045003,84,4797.599084
-0.042361,83,4798.520579
-0.043398,86,4799.474454
-0.044332,83,4800.395543
-0.04378,82,4801.30516
-0.040974,85,4802.257041
-0.043026,85,4803.227806
-0.042658,85,4804.197749
-0.042961,86,4805.178562
-0.042611,83,4806.111499
-0.043854,84,4807.047632
-0.043974,83,4807.979432
-0.042863,86,4808.943278
-0.0427,83,4809.876241
-0.043987,85,4810.832237
-0.044734,84,4811.776895
-0.044164,84,4812.731104
-0.042853,28,4813.047319
-0.043408,86,4814.015517
-0.04455,83,4814.947497
-0.041462,87,4815.92762
-0.042637,86,4816.892887
-0.043033,84,4817.842167
-0.044367,83,4818.784397
-0.041713,86,4819.744565
-0.042895,85,4820.696751
-0.041676,85,4821.640025
-0.043652,84,4822.574544
-0.041701,87,4823.542053
-0.043624,84,4824.475119
-0.042245,88,4825.455528
-0.043326,38,4825.882136
-0.042925,86,4826.839413
-0.041298,87,4827.805137
-0.041634,84,4828.741529
-0.04344,84,4829.675649
-0.040843,85,4830.62483
-0.04343,85,4831.568566
-0.041847,85,4832.515851
-0.042499,83,4833.445443
-0.043411,84,4834.386177
-0.041837,86,4835.353314
-0.042057,87,4836.326362
-0.044514,81,4837.232564
-0.043254,85,4838.183247
-0.043983,83,4839.112652
-0.043473,84,4840.050966
-0.041197,84,4840.982449
-0.043269,44,4841.4697
-0.044437,83,4842.389905
-0.04308,84,4843.331995
-0.04239,85,4844.273178
-0.043028,82,4845.186141
-0.042372,4,4845.230258
-0.042166,86,4846.186085
-0.042933,83,4847.111668
-0.042034,86,4848.065081
-0.043383,85,4849.008424
-0.0417,86,4849.964388
-0.043717,85,4850.908526
-0.043566,82,4851.823241
-0.042978,85,4852.800637
-0.042704,84,4853.736992
-0.042608,86,4854.695092
-0.041643,84,4855.633281
-0.043414,83,4856.569263
-0.043215,83,4857.489606
-0.042657,83,4858.411171
-0.04175,86,4859.366401
-0.042043,84,4860.301681
-0.042267,85,4861.246428
-0.042749,85,4862.18884
-0.043307,84,4863.125575
-0.042076,85,4864.067202
-0.041837,84,4865.002639
-0.042561,85,4865.944685
-0.041812,85,4866.889374
-0.04147,87,4867.854332
-0.041851,83,4868.775202
-0.042093,84,4869.708439
-0.043553,83,4870.63298
-0.041728,84,4871.582827
-0.043058,83,4872.515343
-0.042538,83,4873.439491
-0.043496,83,4874.356644
-0.042309,84,4875.29044
-0.041096,84,4876.285083
-0.04261,85,4877.245111
-0.042487,84,4878.190977
-0.042307,84,4879.13477
-0.043484,83,4880.069571
-0.043893,82,4880.994335
-0.040297,86,4881.965715
-0.041132,86,4882.934847
-0.042396,83,4883.86482
-0.042921,84,4884.813202
-0.043429,82,4885.739414
-0.04378,84,4886.688828
-0.042929,83,4887.623689
-0.040406,85,4888.581581
-0.042139,83,4889.518623
-0.042685,84,4890.46751
-0.041036,85,4891.424664
-0.04144,84,4892.360255
-0.043158,83,4893.286648
-0.041382,86,4894.246072
-0.043641,83,4895.175717
-0.042591,84,4896.112567
-0.042418,82,4897.028745
-0.040908,87,4897.999866
-0.041,86,4898.957925
-0.042349,84,4899.90112
-0.042484,1,4899.913836
-0.043064,83,4900.848226
-0.041168,84,4901.783434
-0.041794,83,4902.707598
-0.041975,85,4903.653105
-0.042474,85,4904.596566
-0.044012,83,4905.519747
-0.042206,85,4906.477437
-0.042226,84,4907.457789
-0.042922,84,4908.390794
-0.041883,85,4909.334858
-0.041288,85,4910.282209
-0.043254,83,4911.203445
-0.042395,86,4912.161901
-0.042763,83,4913.101219
-0.042979,83,4914.037986
-0.041523,86,4914.994791
-0.04175,83,4915.914015
-0.042205,83,4916.83546
-0.044185,82,4917.757066
-0.043141,83,4918.703938
-0.041645,83,4919.63561
-0.040584,85,4920.592264
-0.042991,82,4921.512277
-0.042671,83,4922.444313
-0.043095,84,4923.397163
-0.041944,85,4924.350332
-0.041601,84,4925.308684
-0.041982,84,4926.280918
-0.041474,86,4927.277299
-0.042298,84,4928.218869
-0.043468,83,4929.151617
-0.042836,84,4930.084755
-0.041021,85,4931.029795
-0.042658,84,4931.979817
-0.04237,84,4932.919882
-0.04223,86,4933.870909
-0.043405,83,4934.791066
-0.042539,85,4935.750993
-0.041696,85,4936.692694
-0.043078,82,4937.599518
-0.042719,83,4938.528496
-0.043432,83,4939.462627
-0.040323,85,4940.417826
-0.042348,84,4941.364328
-0.043696,83,4942.296162
-0.041401,84,4943.245021
-0.043653,83,4944.173861
-0.042234,84,4945.119001
-0.042132,3,4945.153167
-0.042462,84,4946.09683
-0.041488,86,4947.065289
-0.041727,84,4948.007395
-0.039556,87,4948.98423
-0.042608,84,4949.928726
-0.042825,84,4950.873093
-0.043386,83,4951.804693
-0.042198,83,4952.736242
-0.041216,84,4953.678472
-0.04259,83,4954.610561
-0.041703,86,4955.574274
-0.043342,83,4956.501439
-0.043017,83,4957.430526
-0.041425,84,4958.369141
-0.043253,84,4959.327169
-0.042783,84,4960.279181
-0.042667,84,4961.233747
-0.041501,85,4962.189492
-0.039662,86,4963.156749
-0.04299,84,4964.114523
-0.042537,83,4965.064669
-0.042369,84,4966.015811
-0.041995,85,4966.97209
-0.043581,82,4967.891417
-0.043134,24,4968.162595
-0.041575,85,4969.125285
-0.041396,83,4970.061158
-0.04235,84,4971.001307
-0.042857,83,4971.941733
-0.042189,84,4972.896658
-0.042021,17,4973.093412
-0.042372,83,4974.023579
-0.04106,85,4974.977628
-0.042347,83,4975.909923
-0.042739,84,4976.856657
-0.041069,85,4977.810981
-0.041632,84,4978.755803
-0.040403,85,4979.710084
-0.043066,83,4980.645686
-0.043827,83,4981.57556
-0.041293,85,4982.531909
-0.041735,85,4983.485958
-0.041715,83,4984.417945
-0.043013,82,4985.341948
-0.043319,82,4986.265804
-0.040603,88,4987.254841
-0.041747,85,4988.207515
-0.042011,84,4989.151929
-0.042822,82,4990.075296
-0.042321,84,4991.018771
-0.042622,83,4991.944887
