#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.042804,82,3251.627263
-0.043013,82,3252.560138
-0.041119,83,3253.513729
-0.043152,83,3254.470119
-0.042351,4,3254.5153
-0.043329,82,3255.47988
-0.042482,84,3256.463302
-0.041585,83,3257.415924
-0.042477,82,3258.401977
-0.04165,82,3259.328201
-0.040193,84,3260.269568
-0.042005,83,3261.201021
-0.042467,1,3261.212353
-0.042526,82,3262.13308
-0.042811,82,3263.047677
-0.042706,5,3263.103222
-0.042212,83,3264.032072
-0.042751,83,3264.957973
-0.042142,84,3265.897497
-0.042332,83,3266.825018
-0.042273,84,3267.762622
-0.043706,82,3268.692542
-0.042315,84,3269.649213
-0.042306,83,3270.582651
-0.042646,83,3271.508678
-0.042536,82,3272.421471
-0.042283,83,3273.346834
-0.04004,85,3274.295665
-0.042373,83,3275.223376
-0.040416,84,3276.161804
-0.040594,83,3277.087352
-0.041251,84,3278.042197
-0.042413,82,3278.956363
-0.042312,82,3279.87428
-0.04299,81,3280.779802
-0.041402,84,3281.718107
-0.042801,82,3282.633673
-0.042488,82,3283.555468
-0.04148,83,3284.481708
-0.04249,13,3284.626673
-0.042934,82,3285.545588
-0.042432,82,3286.476306
-0.042048,82,3287.392619
-0.042069,83,3288.334729
-0.040525,83,3289.262287
-0.042981,82,3290.182027
-0.042441,83,3291.108803
-0.042633,82,3292.028279
-0.042587,82,3292.956616
-0.042983,82,3293.886135
-0.0401,83,3294.825279
-0.040227,84,3295.77194
-0.042374,82,3296.692182
-0.042471,1,3296.703668
-0.039915,83,3297.637606
-0.042267,14,3297.796121
-0.042317,3,3297.829801
-0.041532,82,3298.751476
-0.040653,83,3299.684366
-0.041449,82,3300.605194
-0.04191,83,3301.551281
-0.039863,83,3302.514467
-0.041394,83,3303.477707
-0.042377,83,3304.404109
-0.043485,82,3305.326726
-0.040545,83,3306.260808
-0.042956,82,3307.183152
-0.041115,83,3308.114058
-0.041941,82,3309.035376
-0.043007,83,3309.97044
-0.042685,82,3310.891795
-0.042391,82,3311.824039
-0.041538,83,3312.777371
-0.042041,82,3313.705512
-0.04167,82,3314.630245
-0.040944,84,3315.587983
-0.04272,8,3315.677784
-0.042083,82,3316.599501
-0.042776,17,3316.791319
-0.041959,83,3317.729408
-0.042707,82,3318.659215
-0.04292,82,3319.582861
-0.041245,83,3320.515501
-0.043,83,3321.453624
-0.042566,82,3322.378429
-0.042802,83,3323.310792
-0.044624,82,3324.234988
-0.042909,16,3324.414979
-0.043974,82,3325.338309
-0.044243,82,3326.259603
-0.04272,83,3327.206219
-0.04347,83,3328.148837
-0.042954,82,3329.080723
-0.042634,84,3330.032347
-0.041635,83,3330.961403
-0.042144,21,3331.197642
-0.043177,81,3332.102109
-0.042911,83,3333.071683
-0.042687,83,3333.999691
-0.042296,83,3334.926228
-0.04181,22,3335.173659
-0.042646,7,3335.251345
-0.042761,7,3335.331153
-0.0421,4,3335.376661
-0.044009,83,3336.301253
-0.044152,83,3337.2266
-0.04316,82,3338.143416
-0.041569,84,3339.093831
-0.042519,1,3339.105106
-0.042551,1,3339.116379
-0.042525,1,3339.127592
-0.042518,1,3339.13889
-0.042524,1,3339.150054
-0.042518,1,3339.161305
-0.042518,1,3339.173006
-0.042518,1,3339.184301
-0.042518,1,3339.195545
-0.042518,1,3339.206932
-0.042518,1,3339.218273
-0.042518,1,3339.229742
-0.042518,1,3339.241017
-0.042518,1,3339.25691
-0.042518,1,3339.274498
-0.042518,1,3339.28933
-0.042518,1,3339.301031
-0.042518,1,3339.312665
-0.042518,1,3339.324626
-0.042518,1,3339.335819
-0.042518,1,3339.347188
-0.042518,1,3339.358661
-0.042518,1,3339.370121
-0.042518,1,3339.381658
-0.042518,1,3339.393043
-0.042518,1,3339.404531
-0.042518,1,3339.416013
-0.042515,1,3339.427555
-0.042503,1,3339.439075
-0.04248,1,3339.450243
-0.041644,84,3340.408743
-0.043024,83,3341.346208
-0.042426,83,3342.280183
-0.042526,82,3343.19768
-0.043588,82,3344.11684
-0.041821,83,3345.053165
-0.04397,83,3345.989134
-0.043817,82,3346.913042
-0.043659,82,3347.836437
-0.04328,83,3348.769811
-0.042529,3,3348.804175
-0.043297,82,3349.729226
-0.041513,84,3350.674085
-0.041686,84,3351.621294
-0.042123,83,3352.583751
-0.043648,82,3353.513452
-0.04462,78,3354.39818
-0.041502,83,3355.340609
-0.041407,86,3356.355598
-0.043668,84,3357.345386
-0.042092,83,3358.33018
-0.041707,83,3359.273085
-0.041732,83,3360.213089
-0.042057,82,3361.13991
-0.041736,83,3362.077118
-0.042383,82,3363.000057
-0.042562,2,3363.022787
-0.042564,2,3363.045287
-0.042577,2,3363.067914
-0.04302,15,3363.238482
-0.042986,18,3363.441362
-0.042444,84,3364.396559
-0.041337,82,3365.327554
-0.041472,83,3366.268304
-0.041393,83,3367.20899
-0.042508,1,3367.220866
-0.042478,1,3367.232177
-0.042549,3,3367.266039
-0.042592,3,3367.300453
-0.042467,1,3367.311752
-0.042491,1,3367.32305
-0.042483,1,3367.334944
-0.043325,83,3368.270108
-0.042603,3,3368.303865
-0.042605,8,3368.396601
-0.042597,3,3368.430653
-0.043098,83,3369.369413
-0.042866,82,3370.301949
-0.043613,31,3370.654185
-0.040983,84,3371.625122
-0.042609,83,3372.56329
-0.042217,83,3373.502179
-0.042903,81,3374.418326
-0.042134,84,3375.39732
-0.04171,85,3376.359697
-0.042688,82,3377.304122
-0.042429,83,3378.272378
-0.040379,85,3379.244141
-0.043301,84,3380.197216
-0.039909,84,3381.155393
-0.042454,83,3382.109754
-0.041755,83,3383.050925
-0.04289,83,3383.989957
-0.040796,83,3384.933054
-0.042894,82,3385.858724
-0.042592,83,3386.7961
-0.042425,83,3387.735277
-0.04299,82,3388.660087
-0.042978,83,3389.601574
-0.042507,83,3390.53826
-0.043493,82,3391.468662
-0.043053,83,3392.405603
-0.04216,83,3393.340026
-0.041791,85,3394.303356
-0.041042,84,3395.254672
-0.042503,83,3396.194352
-0.042947,84,3397.141452
-0.042386,83,3398.081803
-0.042761,85,3399.041353
-0.043048,29,3399.370632
-0.04352,84,3400.325482
-0.042691,84,3401.272998
-0.044691,82,3402.201662
-0.043495,83,3403.150915
-0.041928,84,3404.112617
-0.043374,83,3405.061045
-0.042395,84,3406.011448
-0.043226,83,3406.949495
-0.042717,15,3407.120602
-0.042936,85,3408.081203
-0.04314,85,3409.042744
-0.043913,82,3409.976218
-0.044128,83,3410.911202
-0.041904,84,3411.864403
-0.042296,84,3412.82542
-0.044486,83,3413.791014
-0.042964,85,3414.754836
-0.042303,85,3415.717204
-0.042315,83,3416.653202
-0.04384,83,3417.594392
-0.042126,83,3418.53169
-0.043691,82,3419.458919
-0.043262,83,3420.396179
-0.042391,84,3421.345212
-0.042134,84,3422.294471
-0.04369,83,3423.231061
-0.042631,84,3424.181321
-0.043694,84,3425.130484
-0.042174,83,3426.073016
-0.040735,85,3427.032355
-0.042404,84,3427.979939
-0.043034,83,3428.915562
-0.042035,84,3429.866511
-0.043395,84,3430.814933
-0.041607,83,3431.751744
-0.042364,85,3432.712306
-0.043333,83,3433.649277
-0.04277,84,3434.600697
-0.043551,83,3435.554928
-0.042753,83,3436.491745
-0.042492,84,3437.442056
-0.044177,83,3438.380795
-0.042696,15,3438.551415
-0.042675,19,3438.766377
-0.044011,83,3439.704065
-0.042289,83,3440.641021
-0.042998,84,3441.591698
-0.043977,82,3442.517744
-0.042532,82,3443.450902
-0.043292,84,3444.402004
-0.042591,83,3445.342158
-0.043371,83,3446.319949
-0.044402,82,3447.245492
-0.043528,83,3448.182972
-0.04344,83,3449.118778
-0.042822,84,3450.072478
-0.041805,84,3451.018565
-0.042237,83,3451.954043
-0.040204,87,3452.934319
-0.043822,82,3453.860842
-0.04285,83,3454.797548
-0.042261,83,3455.735009
-0.042611,83,3456.671642
-0.043756,82,3457.596958
-0.042454,84,3458.545677
-0.043561,84,3459.493438
-0.04316,83,3460.430344
-0.042775,82,3461.354761
-0.042894,83,3462.295002
-0.043571,84,3463.243595
-0.043652,82,3464.169237
-0.043029,83,3465.109277
-0.043144,83,3466.048003
-0.042912,83,3466.983972
-0.044186,83,3467.919864
-0.04306,82,3468.846714
-0.042897,82,3469.77478
-0.041042,84,3470.72355
-0.043412,83,3471.66125
-0.042123,82,3472.597699
-0.04247,1,3472.609241
-0.042511,1,3472.620718
-0.04249,1,3472.632161
-0.041698,87,3473.634785
-0.043189,83,3474.596119
-0.042659,82,3475.522793
-0.041687,84,3476.469455
-0.04274,82,3477.395782
-0.041354,84,3478.346976
-0.040991,85,3479.305825
-0.041379,85,3480.268665
-0.042896,85,3481.26503
-0.043601,83,3482.214998
-0.042934,83,3483.146486
-0.041773,83,3484.100874
-0.041458,84,3485.043468
-0.042146,84,3485.980113
-0.04261,83,3486.902674
-0.040957,85,3487.84925
-0.043793,83,3488.772327
-0.043968,83,3489.697982
-0.043139,83,3490.621651
-0.044586,77,3491.493682
-0.041635,83,3492.433599
-0.042897,84,3493.383268
-0.0426,83,3494.315112
-0.041355,83,3495.253073
-0.043271,82,3496.16624
-0.04201,17,3496.355848
-0.039914,84,3497.295692
-0.041374,83,3498.226143
-0.041645,83,3499.148023
-0.041842,85,3500.095431
-0.04042,84,3501.034604
-0.042321,83,3501.966572
-0.040883,86,3502.926947
-0.042497,83,3503.851359
-0.043402,82,3504.766669
-0.040587,85,3505.714191
-0.042133,84,3506.650616
-0.041468,84,3507.585638
-0.04183,84,3508.518266
-0.040667,85,3509.466477
-0.03989,88,3510.446708
-0.041463,83,3511.372628
-0.040244,84,3512.306755
-0.041447,83,3513.231987
-0.042767,20,3513.456094
-0.041612,84,3514.39126
-0.042493,1,3514.402696
-0.039788,85,3515.349712
-0.042443,82,3516.262639
-0.041721,83,3517.18523
-0.042111,83,3518.109982
-0.041469,83,3519.03337
-0.040332,83,3519.957966
-0.039408,85,3520.902562
-0.039852,84,3521.836794
-0.039018,88,3522.814889
-0.039751,84,3523.749102
-0.041548,83,3524.672381
-0.040144,84,3525.609648
-0.039856,85,3526.55522
-0.039559,85,3527.502155
-0.039713,84,3528.434714
-0.039528,85,3529.379366
-0.040272,84,3530.31911
-0.041463,83,3531.24574
-0.040564,84,3532.197105
-0.041875,83,3533.136692
-0.039441,85,3534.086976
-0.039926,84,3535.025783
-0.042232,17,3535.217211
-0.041773,87,3536.185088
-0.042046,85,3537.130655
-0.039863,85,3538.078273
-0.039894,86,3539.033846
-0.040103,85,3539.983074
-0.040742,84,3540.915735
-0.041081,84,3541.852929
-0.040845,84,3542.785768
-0.040186,87,3543.755383
-0.04006,85,3544.69953
-0.039139,85,3545.646776
-0.040522,86,3546.60235
-0.040143,83,3547.521843
-0.039778,86,3548.473376
-0.041149,84,3549.41202
-0.041789,83,3550.354714
-0.039095,84,3551.315
-0.040395,84,3552.267906
-0.039492,86,3553.240787
-0.040102,84,3554.192471
-0.039657,85,3555.171734
-0.04279,22,3555.422298
-0.040645,84,3556.395562
-0.040085,84,3557.333088
-0.0427,83,3558.311076
-0.040589,84,3559.303898
-0.039936,86,3560.286412
-0.039682,84,3561.24272
-0.041835,84,3562.193688
-0.040153,85,3563.153336
-0.039865,84,3564.102216
-0.040768,85,3565.074242
-0.040367,85,3566.036306
-0.041384,86,3567.002268
-0.04124,85,3567.95296
-0.040012,84,3568.893352
-0.039737,85,3569.848674
-0.039652,85,3570.799377
-0.041259,85,3571.752619
-0.041106,84,3572.690731
-0.040985,84,3573.630451
-0.04001,84,3574.576132
-0.039934,86,3575.54476
-0.040727,84,3576.48721
-0.040919,86,3577.449363
-0.04114,85,3578.404378
-0.040906,83,3579.331567
-0.041048,84,3580.274291
-0.041572,83,3581.207029
-0.042788,21,3581.442171
-0.041472,84,3582.409843
-0.041048,83,3583.359324
-0.041767,84,3584.303581
-0.040299,85,3585.255881
-0.042647,23,3585.513779
-0.042284,3,3585.547982
-0.041284,83,3586.491825
-0.040632,84,3587.430638
-0.041565,83,3588.376429
-0.041196,84,3589.317167
-0.04238,83,3590.251075
-0.04125,84,3591.189186
-0.038919,84,3592.131646
-0.042054,84,3593.083177
-0.043232,26,3593.381064
-0.041795,83,3594.329594
-0.041924,85,3595.286064
-0.042999,82,3596.203564
-0.040895,83,3597.131681
-0.041272,85,3598.085828
-0.042322,83,3599.01884
-0.04093,85,3599.975021
-0.041726,84,3600.926233
-0.043277,83,3601.871652
-0.042202,85,3602.836849
-0.042443,84,3603.790178
-0.041318,84,3604.744324
-0.043017,83,3605.680003
-0.043089,83,3606.61185
-0.041134,84,3607.557535
-0.042194,83,3608.488261
-0.042713,83,3609.420257
-0.043913,84,3610.369985
-0.043574,85,3611.323874
-0.043442,83,3612.257665
-0.042691,83,3613.207455
-0.042523,83,3614.141737
-0.043292,84,3615.104614
-0.0436,84,3616.049614
-0.041628,83,3616.992923
-0.041722,85,3617.963245
-0.043285,26,3618.260112
-0.040508,85,3619.21785
-0.04304,84,3620.163951
-0.044182,84,3621.110877
-0.041886,83,3622.051349
-0.044291,84,3623.00194
-0.043103,83,3623.936757
-0.042861,22,3624.188863
-0.043366,84,3625.155425
-0.042345,84,3626.111273
-0.04241,83,3627.050995
-0.043559,83,3627.991571
-0.043224,83,3628.930353
-0.039842,85,3629.894884
-0.041338,84,3630.847294
-0.044253,83,3631.791661
-0.042735,82,3632.71948
-0.044114,84,3633.7079
-0.043499,83,3634.656388
-0.04021,85,3635.626195
-0.04035,85,3636.587702
-0.041012,85,3637.546664
-0.040474,84,3638.496104
-0.040164,85,3639.45437
-0.039997,84,3640.40672
-0.039315,85,3641.366107
-0.043197,34,3641.750024
-0.039962,84,3642.700237
-0.039889,85,3643.667285
-0.038546,86,3644.640319
-0.041142,86,3645.619141
-0.038932,85,3646.581927
-0.039984,84,3647.530659
-0.040359,84,3648.478312
-0.040388,84,3649.428357
-0.039441,85,3650.391119
-0.04104,84,3651.337768
-0.04013,84,3652.325769
-0.043297,83,3653.304267
-0.040377,84,3654.260731
-0.039751,86,3655.238558
-0.038817,85,3656.219631
-0.040638,85,3657.17809
-0.038577,85,3658.140618
-0.039818,85,3659.099054
-0.040563,85,3660.070827
-0.039731,84,3661.018967
-0.040254,84,3661.967949
-0.041391,86,3662.980552
-0.040734,85,3663.985949
-0.039552,85,3664.95057
-0.042968,83,3665.888182
-0.041552,84,3666.83838
-0.041148,84,3667.787729
-0.040793,83,3668.715732
-0.038398,85,3669.679466
-0.038336,86,3670.658497
-0.038961,85,3671.622671
-0.040582,85,3672.615846
-0.039524,85,3673.588917
-0.039558,83,3674.542633
-0.040186,85,3675.514326
-0.042662,9,3675.617215
-0.039637,87,3676.591218
-0.040179,84,3677.53041
-0.040727,84,3678.475602
-0.041145,83,3679.406506
-0.039143,85,3680.360526
-0.039551,83,3681.286952
-0.039627,86,3682.248935
-0.039536,85,3683.196804
-0.039333,84,3684.140126
-0.041334,83,3685.07561
-0.039063,85,3686.032391
-0.03933,86,3686.997698
-0.039763,86,3687.957727
-0.039397,86,3688.924986
-0.039833,84,3689.869103
-0.039536,85,3690.823324
-0.041561,84,3691.769846
-0.039297,84,3692.715487
-0.040463,83,3693.653827
-0.039424,85,3694.615138
-0.040309,85,3695.576802
-0.040934,84,3696.51306
-0.041231,86,3697.478068
-0.041744,86,3698.441963
-0.039473,86,3699.40513
-0.041609,84,3700.345977
-0.039573,86,3701.307939
-0.041963,83,3702.237463
-0.04053,83,3703.164714
-0.042407,84,3704.103331
-0.039618,86,3705.067088
-0.039791,86,3706.030685
-0.041483,84,3706.971047
-0.039542,84,3707.908661
-0.041283,83,3708.836647
-0.040753,86,3709.801823
-0.041566,83,3710.735325
-0.040169,83,3711.669363
-0.042788,84,3712.629136
-0.041846,84,3713.591694
-0.041627,84,3714.539939
-0.040529,87,3715.512441
-0.041497,84,3716.447217
-0.043304,85,3717.40369
-0.039423,84,3718.355376
-0.042497,11,3718.479662
-0.042307,84,3719.429107
-0.042795,87,3720.413637
-0.041472,87,3721.396745
-0.040809,86,3722.369448
-0.042053,85,3723.329693
-0.042481,1,3723.34134
-0.042103,84,3724.294849
-0.041983,83,3725.233628
-0.041425,87,3726.21883
-0.040229,86,3727.188701
-0.041097,86,3728.158965
-0.041595,86,3729.129597
-0.043694,86,3730.108149
-0.04153,86,3731.078068
-0.042199,85,3732.037995
-0.0408,84,3732.98544
-0.039372,86,3733.957701
-0.042447,83,3734.901903
-0.040135,85,3735.859777
-0.040186,85,3736.810204
-0.040716,85,3737.76337
-0.040635,84,3738.705991
-0.039552,87,3739.681641
-0.04189,85,3740.635997
-0.04203,85,3741.586958
-0.040905,85,3742.538637
-0.042629,84,3743.478805
-0.041061,85,3744.429735
-0.040328,87,3745.407709
-0.040271,85,3746.360479
-0.040948,84,3747.299905
-0.040904,84,3748.241786
-0.041918,85,3749.233073
-0.039794,85,3750.195391
-0.041225,86,3751.160125
-0.039922,84,3752.101827
-0.040204,86,3753.067824
-0.040033,84,3754.01216
-0.039151,87,3754.993252
-0.042488,85,3755.945118
-0.04276,86,3756.909711
-0.040407,85,3757.865261
-0.039703,84,3758.80915
-0.040331,85,3759.768678
-0.040908,85,3760.719256
-0.040334,86,3761.682704
-0.039691,87,3762.65842
-0.040044,85,3763.609442
-0.040798,85,3764.561453
-0.040882,83,3765.496302
-0.039986,84,3766.45623
-0.041424,86,3767.431127
-0.039975,86,3768.402184
-0.038251,86,3769.364574
-0.041778,85,3770.323757
-0.039766,85,3771.274914
-0.039014,85,3772.242507
-0.041714,84,3773.19406
-0.039716,87,3774.173492
-0.040564,85,3775.125798
-0.042442,3,3775.159978
-0.041943,85,3776.11303
-0.040355,85,3777.063006
-0.042082,88,3778.048572
-0.042111,87,3779.022727
-0.041469,84,3779.965568
-0.041288,86,3780.927137
-0.040917,87,3781.902586
-0.040889,86,3782.865483
-0.042759,84,3783.807056
-0.041884,88,3784.827111
-0.041949,85,3785.780478
-0.040324,85,3786.734801
-0.042095,85,3787.686412
-0.040314,84,3788.627976
-0.041523,85,3789.580351
-0.041951,86,3790.54452
-0.042167,84,3791.485121
-0.042352,86,3792.447806
-0.04104,84,3793.38985
-0.042526,2,3793.412266
-0.040876,84,3794.353209
-0.041654,85,3795.319442
-0.04042,86,3796.281904
-0.04122,84,3797.219854
-0.041291,87,3798.196579
-0.043351,84,3799.137513
-0.04141,87,3800.112566
-0.041201,84,3801.052139
-0.041319,84,3801.993302
-0.042963,83,3802.921908
-0.041567,87,3803.894389
-0.040888,83,3804.826251
-0.041462,86,3805.791663
-0.042856,84,3806.73183
-0.041965,88,3807.716397
-0.04111,85,3808.668292
-0.042981,83,3809.597574
-0.040467,84,3810.540303
-0.042997,84,3811.479542
-0.040201,85,3812.431657
-0.042518,82,3813.346784
-0.042694,83,3814.278877
-0.042866,19,3814.493881
-0.042189,83,3815.432182
-0.04236,83,3816.368965
-0.042177,83,3817.305617
-0.041383,87,3818.288184
-0.041095,84,3819.234993
-0.041298,83,3820.171948
-0.042458,85,3821.132163
-0.043919,83,3822.073804
-0.042463,83,3823.011929
-0.041119,85,3823.972233
-0.042691,84,3824.922353
-0.042827,84,3825.865463
-0.042501,86,3826.831278
-0.042251,83,3827.761365
-0.041749,83,3828.689723
-0.043058,82,3829.607607
-0.042021,83,3830.542808
-0.043223,83,3831.481314
-0.04182,84,3832.433063
-0.04083,86,3833.416698
-0.042715,84,3834.378733
-0.042071,83,3835.321988
-0.042543,84,3836.279661
-0.042642,82,3837.205709
-0.042782,83,3838.144202
-0.043143,83,3839.082649
-0.043872,85,3840.042032
-0.042959,83,3840.978921
-0.042853,82,3841.903884
-0.044797,82,3842.856407
-0.04239,84,3843.836617
-0.038673,85,3844.815083
-0.041762,83,3845.756011
-0.042913,83,3846.691593
-0.041267,85,3847.647619
-0.043359,83,3848.58065
-0.038833,84,3849.524261
-0.041223,85,3850.484149
-0.040641,84,3851.429043
-0.041884,85,3852.38293
-0.040459,87,3853.356793
-0.0381,86,3854.323743
-0.041612,83,3855.272569
-0.044451,83,3856.231261
-0.038165,85,3857.184826
-0.039975,83,3858.193677
-0.038318,84,3859.178291
-0.04339,83,3860.131515
-0.039128,85,3861.097154
-0.04135,82,3862.018596
-0.041844,83,3862.949374
-0.039257,87,3863.925409
-0.041972,83,3864.865146
-0.039636,85,3865.821219
-0.039402,83,3866.764646
-0.039244,85,3867.721306
-0.039852,84,3868.664851
-0.038955,85,3869.622993
-0.042468,83,3870.558064
-0.039687,86,3871.524761
-0.04014,87,3872.502568
-0.041172,83,3873.430779
-0.041742,83,3874.3639
-0.040449,83,3875.300923
-0.041208,84,3876.243775
-0.0399,84,3877.191216
-0.042276,83,3878.120938
-0.041288,84,3879.060292
-0.04143,83,3879.990407
-0.041225,83,3880.919521
-0.044199,84,3881.860877
-0.041857,83,3882.806588
-0.044232,84,3883.757293
-0.040381,84,3884.698768
-0.039936,84,3885.645908
-0.03987,84,3886.621334
-0.040725,84,3887.593723
-0.040272,84,3888.566702
-0.040971,83,3889.500219
-0.040775,84,3890.448169
-0.040483,83,3891.426875
-0.038646,86,3892.408854
-0.039094,84,3893.36159
-0.04017,84,3894.305926
-0.041242,83,3895.2478
-0.04248,1,3895.259212
