t,x,y,vx,vy,theta
21.10000000000003,475.2129087974775,630.5041666666699,-48.385635342862855,-32.41666666666653,0.22743489339413292
21.20000000000003,470.38666168844077,627.26666666667,-48.13930683787161,-32.3333333333332,0.22743489339413298
21.300000000000033,465.58504742990317,624.0375000000033,-47.89297833288036,-32.24999999999987,0.22743489339413298
21.400000000000034,460.80806602186465,620.81666666667,-47.646649827889114,-32.166666666666536,0.22743489339413292
21.500000000000036,456.05571746432526,617.60416666667,-47.40032132289787,-32.0833333333332,0.227434893394133
21.600000000000037,451.328001757285,614.4000000000034,-47.15399281790662,-31.99999999999987,0.22743489339413306
21.70000000000004,446.62491890074386,611.2041666666702,-46.90766431291537,-31.916666666666536,0.22743489339413306
21.80000000000004,441.94646889470187,608.0166666666703,-46.661335807924125,-31.833333333333204,0.22743489339413311
21.90000000000004,437.292651739159,604.8375000000037,-46.41500730293288,-31.749999999999872,0.2274348933941331
22.000000000000043,432.66346743411526,601.6666666666705,-46.16867879794163,-31.66666666666654,0.22743489339413311
22.100000000000044,428.05891597957066,598.5041666666706,-45.922350292950384,-31.583333333333208,0.22743489339413311
22.200000000000045,423.4789973755252,595.350000000004,-45.67602178795914,-31.499999999999876,0.22743489339413317
22.300000000000047,418.9237116219788,592.2041666666707,-45.42969328296789,-31.416666666666544,0.22743489339413317
22.40000000000005,414.3930587189315,589.0666666666708,-45.18336477797664,-31.33333333333321,0.22743489339413325
22.50000000000005,409.8870386663834,585.9375000000042,-44.937036272985395,-31.24999999999988,0.22743489339413325
22.60000000000005,405.40565146433437,582.8166666666709,-44.69070776799415,-31.166666666666547,0.22743489339413328
22.700000000000053,400.9488971127845,579.704166666671,-44.4443792630029,-31.083333333333215,0.22743489339413334
22.800000000000054,396.51677561173375,576.6000000000043,-44.198050758011654,-30.999999999999883,0.22743489339413334
22.900000000000055,392.10928696118214,573.504166666671,-43.95172225302041,-30.91666666666655,0.22743489339413336
23.000000000000057,387.72643116112965,570.4166666666711,-43.70539374802916,-30.83333333333322,0.22743489339413336
23.10000000000006,383.3682082115763,567.3375000000044,-43.45906524303791,-30.749999999999886,0.2274348933941334
23.20000000000006,379.034618112522,564.2666666666711,-43.212736738046665,-30.666666666666554,0.22743489339413345
23.30000000000006,374.7256608639669,561.2041666666712,-42.96640823305542,-30.583333333333222,0.22743489339413345
23.400000000000063,370.44133646591087,558.1500000000046,-42.72007972806417,-30.49999999999989,0.22743489339413356
23.500000000000064,366.181644918354,555.1041666666714,-42.473751223072924,-30.416666666666558,0.22743489339413356
23.600000000000065,361.94658622129623,552.0666666666715,-42.22742271808168,-30.333333333333226,0.22743489339413359
23.700000000000067,357.7361603747376,549.0375000000049,-41.98109421309043,-30.249999999999893,0.22743489339413364
23.800000000000068,353.5503673786781,546.0166666666717,-41.73476570809918,-30.16666666666656,0.22743489339413367
23.90000000000007,349.38920723311776,543.0041666666717,-41.488437203107935,-30.08333333333323,0.22743489339413367
24.00000000000007,345.25267993805653,540.0000000000051,-41.24210869811669,-29.999999999999897,0.22743489339413367
24.100000000000072,341.1407854934944,537.0041666666718,-40.99578019312544,-29.916666666666565,0.22743489339413372
24.200000000000074,337.05352389943135,534.0166666666719,-40.749451688134194,-29.833333333333233,0.2274348933941338
24.300000000000075,332.99089515586746,531.0375000000053,-40.50312318314295,-29.7499999999999,0.22743489339413384
24.400000000000077,328.9528992628027,528.066666666672,-40.2567946781517,-29.66666666666657,0.22743489339413384
24.500000000000078,324.9395362202371,525.104166666672,-40.01046617316045,-29.583333333333236,0.22743489339413386
24.60000000000008,320.9508060281706,522.1500000000053,-39.764137668169205,-29.499999999999904,0.22743489339413392
24.70000000000008,316.9867086866032,519.204166666672,-39.51780916317796,-29.416666666666572,0.22743489339413395
24.800000000000082,313.047244195535,516.2666666666721,-39.27148065818671,-29.33333333333324,0.227434893394134
24.900000000000084,309.1324125549658,513.3375000000055,-39.025152153195464,-29.249999999999908,0.22743489339413403
25.000000000000085,305.2422137648958,510.4166666666722,-38.77882364820422,-29.166666666666575,0.22743489339413409
25.100000000000087,301.3766478253249,507.5041666666722,-38.53249514321297,-29.083333333333243,0.22743489339413414
25.200000000000088,297.5357147362531,504.60000000000554,-38.28616663822172,-28.99999999999991,0.2274348933941342
25.30000000000009,293.7194144976805,501.7041666666722,-38.039838133230475,-28.91666666666658,0.22743489339413422
25.40000000000009,289.92774710960697,498.81666666667223,-37.79350962823923,-28.833333333333247,0.22743489339413428
25.500000000000092,286.1607125720326,495.93750000000557,-37.54718112324798,-28.749999999999915,0.2274348933941343
25.600000000000094,282.41831088495735,493.06666666667223,-37.300852618256734,-28.666666666666583,0.22743489339413436
25.700000000000095,278.70054204838124,490.2041666666722,-37.05452411326549,-28.58333333333325,0.2274348933941344
25.800000000000097,275.0074060623042,487.35000000000554,-36.80819560827424,-28.49999999999992,0.22743489339413442
25.900000000000098,271.3389029267263,484.50416666667223,-36.56186710328299,-28.416666666666586,0.2274348933941345
26.0000000000001,267.6950326416475,481.66666666667226,-36.315538598291745,-28.333333333333254,0.22743489339413459
26.1000000000001,264.07579520706787,478.8375000000056,-36.0692100933005,-28.249999999999922,0.22743489339413464
26.200000000000102,260.48119062298736,476.0166666666723,-35.82288158830925,-28.16666666666659,0.2274348933941347
26.300000000000104,256.911218889406,473.2041666666723,-35.576553083318004,-28.083333333333258,0.22743489339413475
26.400000000000105,253.36588000632375,470.4000000000056,-35.33022457832676,-27.999999999999925,0.22743489339413483
26.500000000000107,249.84517397374063,467.60416666667226,-35.08389607333551,-27.916666666666593,0.22743489339413486
26.600000000000108,246.34910079165664,464.81666666667223,-34.83756756834426,-27.83333333333326,0.2274348933941349
26.70000000000011,242.87766046007178,462.0375000000056,-34.591239063353015,-27.74999999999993,0.22743489339413495
26.80000000000011,239.43085297898605,459.2666666666723,-34.34491055836177,-27.666666666666597,0.22743489339413497
26.900000000000112,236.00867834839943,456.5041666666723,-34.09858205337052,-27.583333333333265,0.22743489339413497
27.000000000000114,232.61113656831193,453.7500000000056,-33.852253548379274,-27.499999999999932,0.22743489339413503
27.100000000000115,229.23822763872357,451.0041666666723,-33.60592504338803,-27.4166666666666,0.22743489339413506
27.200000000000117,225.88995155963434,448.2666666666723,-33.35959653839678,-27.333333333333268,0.22743489339413514
27.300000000000118,222.56630833104424,445.5375000000056,-33.11326803340553,-27.249999999999936,0.22743489339413514
27.40000000000012,219.26729795295324,442.8166666666723,-32.866939528414285,-27.166666666666604,0.22743489339413517
